# phi_mrg_22 logL logPrior
3.572804659359371193e+00 -2.174342154183687526e+05 0.000000000000000000e+00
3.572799558089687189e+00 -2.174342195487608551e+05 0.000000000000000000e+00
3.547461439055367372e+00 -9.065282307753888890e+05 0.000000000000000000e+00
3.560905564086881636e+00 -3.693198499000871088e+05 0.000000000000000000e+00
3.572748553723179565e+00 -2.174373317515198432e+05 0.000000000000000000e+00
3.572869800531132789e+00 -2.174390729721505195e+05 0.000000000000000000e+00
3.572665355512064878e+00 -2.174543903186917305e+05 0.000000000000000000e+00
3.572731950729016059e+00 -2.174395494116696063e+05 0.000000000000000000e+00
3.572868333678942854e+00 -2.174388633582280308e+05 0.000000000000000000e+00
3.572821685071791098e+00 -2.174346059109927737e+05 0.000000000000000000e+00
3.559640564164133103e+00 -4.033365945951464819e+05 0.000000000000000000e+00
3.577057610056210368e+00 -2.368643722155801952e+05 0.000000000000000000e+00
3.572802283859743966e+00 -2.174342103931699821e+05 0.000000000000000000e+00
3.542115217144320649e+00 -1.227931168013112620e+06 0.000000000000000000e+00
3.572831486632133124e+00 -2.174351128931182902e+05 0.000000000000000000e+00
3.601514012819910793e+00 -1.102010630930858664e+06 0.000000000000000000e+00
3.572868012015428807e+00 -2.174388180097212316e+05 0.000000000000000000e+00
3.572799317699357324e+00 -2.174342211213877890e+05 0.000000000000000000e+00
3.872463310860876806e+00 -9.586199444172768295e+07 0.000000000000000000e+00
3.572566773355940306e+00 -2.174938339614185679e+05 0.000000000000000000e+00
3.572775977592800523e+00 -2.174349644322051317e+05 0.000000000000000000e+00
3.572778106320902758e+00 -2.174348481833970291e+05 0.000000000000000000e+00
3.572795004062903956e+00 -2.174342704221304448e+05 0.000000000000000000e+00
3.572799714200340038e+00 -2.174342185939108895e+05 0.000000000000000000e+00
3.572735738184255716e+00 -2.174389914337615483e+05 0.000000000000000000e+00
3.572914532731799042e+00 -2.174476829424325260e+05 0.000000000000000000e+00
3.572790454772277524e+00 -2.174343656848398969e+05 0.000000000000000000e+00
3.572801199814437556e+00 -2.174342121245156741e+05 0.000000000000000000e+00
3.691570396971360246e+00 -1.533703363665127568e+07 0.000000000000000000e+00
3.572214873421084569e+00 -2.178047500408585183e+05 0.000000000000000000e+00
3.572796311202645736e+00 -2.174342512654639140e+05 0.000000000000000000e+00
3.571994499445725779e+00 -2.181347953479879070e+05 0.000000000000000000e+00
3.559189465466272129e+00 -4.162976317996709840e+05 0.000000000000000000e+00
3.788887662687727698e+00 -5.013024651641336828e+07 0.000000000000000000e+00
3.572814827454661391e+00 -2.174343738001312013e+05 0.000000000000000000e+00
3.572831313954816235e+00 -2.174351021771655069e+05 0.000000000000000000e+00
3.563961482910904088e+00 -3.013131380199426785e+05 0.000000000000000000e+00
3.572800495152777867e+00 -2.174342146025505790e+05 0.000000000000000000e+00
3.572780566376614786e+00 -2.174347259551599273e+05 0.000000000000000000e+00
3.582921695443932020e+00 -3.273201388700850075e+05 0.000000000000000000e+00
3.564974355545449392e+00 -2.831949220566777512e+05 0.000000000000000000e+00
3.572809328342010815e+00 -2.174342605911438004e+05 0.000000000000000000e+00
3.573049282130067450e+00 -2.174995729601908242e+05 0.000000000000000000e+00
3.572782176892362660e+00 -2.174346529715879005e+05 0.000000000000000000e+00
3.573146771718439751e+00 -2.175614113973948988e+05 0.000000000000000000e+00
3.572804654347067732e+00 -2.174342153950150823e+05 0.000000000000000000e+00
3.567376991227669158e+00 -2.490228006955289748e+05 0.000000000000000000e+00
3.572801457240168954e+00 -2.174342114850215148e+05 0.000000000000000000e+00
4.843147244638723592e+00 -1.511289379938157320e+09 0.000000000000000000e+00
3.572803403769670094e+00 -2.174342112532791507e+05 0.000000000000000000e+00
3.572569206573490863e+00 -2.174926093480168493e+05 0.000000000000000000e+00
3.572782152214185825e+00 -2.174346540479280811e+05 0.000000000000000000e+00
3.572799845775445515e+00 -2.174342178297592327e+05 0.000000000000000000e+00
3.536579416495782890e+00 -1.625346586904219817e+06 0.000000000000000000e+00
3.167984424073531535e+00 -1.736910088925951123e+08 0.000000000000000000e+00
3.574660628794452677e+00 -2.211394019767165883e+05 0.000000000000000000e+00
3.572708954476459198e+00 -2.174435982482532272e+05 0.000000000000000000e+00
3.574147185350920797e+00 -2.193746625859673368e+05 0.000000000000000000e+00
3.572766766366977542e+00 -2.174355795465090487e+05 0.000000000000000000e+00
3.572831486632133124e+00 -2.174351128931182902e+05 0.000000000000000000e+00
3.561532605949035091e+00 -3.537313071468767012e+05 0.000000000000000000e+00
3.692209851368916773e+00 -1.550008778852497786e+07 0.000000000000000000e+00
3.572800078502034182e+00 -2.174342165691199480e+05 0.000000000000000000e+00
