phi_mrg_33	logL
3.01550525559492532679e+00       -3.011850e+06
3.53998068812609067990e+00       -3.011848e+06
3.53391754564866467092e+00       -3.011847e+06
3.03985902054541323736e+00       -3.011846e+06
3.52519452617488759927e+00       -3.011845e+06
3.51332140244785540162e+00       -3.011844e+06
3.06398989295361001695e+00       -3.011843e+06
3.07449860852949319323e+00       -3.011841e+06
3.08932029337082036946e+00       -3.011839e+06
3.48108724092338928102e+00       -3.011839e+06
3.47852481787222922449e+00       -3.011839e+06
3.10639410367127366541e+00       -3.011837e+06
3.45762661088549538846e+00       -3.011837e+06
3.45117380538144402635e+00       -3.011836e+06
3.44898785460402201863e+00       -3.011836e+06
3.44895477517989856864e+00       -3.011836e+06
3.44691671131799859396e+00       -3.011836e+06
3.12432170131848252481e+00       -3.011836e+06
3.13119252007797044257e+00       -3.011835e+06
3.13405694204687845783e+00       -3.011835e+06
3.43054726024619105473e+00       -3.011834e+06
3.15412568031806506141e+00       -3.011833e+06
3.15933074961121507229e+00       -3.011832e+06
3.15990793938415492903e+00       -3.011832e+06
3.40937152474927041013e+00       -3.011832e+06
3.40628887508894173664e+00       -3.011832e+06
3.40310006846384904833e+00       -3.011832e+06
3.39781083658043758788e+00       -3.011831e+06
3.39650338907274651490e+00       -3.011831e+06
3.18409810488078814927e+00       -3.011831e+06
3.18844006935058033037e+00       -3.011830e+06
3.38166852876693679875e+00       -3.011830e+06
3.19065321786181144148e+00       -3.011830e+06
3.37985241471916353362e+00       -3.011830e+06
3.19162575884480492761e+00       -3.011830e+06
3.37912021022648900725e+00       -3.011830e+06
3.19279254173997051325e+00       -3.011830e+06
3.37716746660922284562e+00       -3.011830e+06
3.37586463106077916407e+00       -3.011830e+06
3.37542329955433384470e+00       -3.011830e+06
3.20124169721685891687e+00       -3.011830e+06
3.36481361092127384538e+00       -3.011829e+06
3.20677224838341867752e+00       -3.011829e+06
3.36023315414489776032e+00       -3.011829e+06
3.21188409840495525671e+00       -3.011829e+06
3.21282394953084438072e+00       -3.011829e+06
3.21346450298909358523e+00       -3.011829e+06
3.21619860902686438564e+00       -3.011829e+06
3.35258196935623287160e+00       -3.011829e+06
3.21866185987016217851e+00       -3.011829e+06
3.21896397187203975321e+00       -3.011829e+06
3.35127527450566242706e+00       -3.011829e+06
3.35109897954944457865e+00       -3.011829e+06
3.22433985886260732201e+00       -3.011829e+06
3.22500513145355238720e+00       -3.011829e+06
3.34534889866464046904e+00       -3.011829e+06
3.22809431083754638792e+00       -3.011829e+06
3.33952045580276291048e+00       -3.011828e+06
3.23217117694942102091e+00       -3.011828e+06
3.33900810202266251636e+00       -3.011828e+06
3.33885039476313760787e+00       -3.011828e+06
3.33503697664653131483e+00       -3.011828e+06
3.23780943332949355806e+00       -3.011828e+06
3.33222012167479020306e+00       -3.011828e+06
3.24041798522655444259e+00       -3.011828e+06
3.33043271717073441351e+00       -3.011828e+06
3.24079078578362489438e+00       -3.011828e+06
3.24088968952048750438e+00       -3.011828e+06
3.24328349043055341738e+00       -3.011828e+06
3.24384574421358307106e+00       -3.011828e+06
3.32481247340142527236e+00       -3.011828e+06
3.24667589478665608027e+00       -3.011828e+06
3.32422241280575514466e+00       -3.011828e+06
3.24740779605807583508e+00       -3.011828e+06
3.24794775587236017600e+00       -3.011828e+06
3.24822883151131547308e+00       -3.011828e+06
3.25073358999815731352e+00       -3.011828e+06
3.32026525158815033478e+00       -3.011828e+06
3.25411213865542725543e+00       -3.011828e+06
3.31614192571415378197e+00       -3.011828e+06
3.31269168734709440471e+00       -3.011828e+06
3.25988523854310940919e+00       -3.011828e+06
3.26003659457424754819e+00       -3.011828e+06
3.31097951223829989331e+00       -3.011828e+06
3.31088656468033670777e+00       -3.011828e+06
3.30898421657410635177e+00       -3.011828e+06
3.30868095876527545940e+00       -3.011828e+06
3.30862418374874334148e+00       -3.011828e+06
3.26297465047358725698e+00       -3.011828e+06
3.26383033063494787385e+00       -3.011828e+06
3.30615358552018046012e+00       -3.011828e+06
3.30612129231125928541e+00       -3.011828e+06
3.26680539491571053645e+00       -3.011828e+06
3.30310478333033197273e+00       -3.011828e+06
3.26990599914416879557e+00       -3.011828e+06
3.27040413111118599687e+00       -3.011828e+06
3.27234167333645586950e+00       -3.011828e+06
3.27283891459331677254e+00       -3.011828e+06
3.27339362366225250511e+00       -3.011828e+06
3.29728336874734440087e+00       -3.011828e+06
3.27400589034653588527e+00       -3.011828e+06
3.27404838412715459839e+00       -3.011828e+06
3.29688519427983939281e+00       -3.011828e+06
3.29638975216496854515e+00       -3.011828e+06
3.29635251575300980420e+00       -3.011828e+06
3.27488526302640092780e+00       -3.011828e+06
3.29600051161556883983e+00       -3.011828e+06
3.29560522625780283335e+00       -3.011828e+06
3.27637466549002454030e+00       -3.011828e+06
3.27685499425981863197e+00       -3.011828e+06
3.29369883852764289145e+00       -3.011828e+06
3.29336568698715526082e+00       -3.011828e+06
3.29298616723698245323e+00       -3.011828e+06
3.27821451791881290916e+00       -3.011828e+06
3.29297809541844133108e+00       -3.011828e+06
3.27865009570843568554e+00       -3.011828e+06
3.29239656032284155884e+00       -3.011828e+06
3.29237339443506105141e+00       -3.011828e+06
3.29227556071933191717e+00       -3.011828e+06
3.29208345269183100257e+00       -3.011828e+06
3.27962675715378226826e+00       -3.011828e+06
3.27975201336761434945e+00       -3.011828e+06
3.27982553957220712704e+00       -3.011828e+06
3.27994515698440647355e+00       -3.011828e+06
3.28113678683931908608e+00       -3.011828e+06
3.28134389275708926448e+00       -3.011828e+06
3.28140194558967035476e+00       -3.011828e+06
3.28155677389919686604e+00       -3.011828e+06
3.28173216646678689301e+00       -3.011828e+06
3.28932501009659317148e+00       -3.011828e+06
3.28190114138126842747e+00       -3.011828e+06
3.28191559900332219257e+00       -3.011828e+06
3.28203601888775420292e+00       -3.011828e+06
3.28204073670671148122e+00       -3.011828e+06
3.28913489620957077975e+00       -3.011828e+06
3.28905136701378175701e+00       -3.011828e+06
3.28230750232512313858e+00       -3.011828e+06
3.28880439834364457496e+00       -3.011828e+06
3.28251488791806567136e+00       -3.011827e+06
3.28254036143020844207e+00       -3.011827e+06
3.28257175511711318805e+00       -3.011827e+06
3.28853411187116106973e+00       -3.011827e+06
3.28270693105707422887e+00       -3.011827e+06
3.28842369482976071282e+00       -3.011827e+06
3.28827609342359350464e+00       -3.011827e+06
3.28304205739437326983e+00       -3.011827e+06
3.28323224774648769753e+00       -3.011827e+06
3.28323941603317548399e+00       -3.011827e+06
3.28329544944342899271e+00       -3.011827e+06
3.28768885177249314822e+00       -3.011827e+06
3.28354601117488620332e+00       -3.011827e+06
3.28356864422585292829e+00       -3.011827e+06
3.28360048036385121506e+00       -3.011827e+06
3.28746147245061726139e+00       -3.011827e+06
3.28412745242960069092e+00       -3.011827e+06
3.28678582788846984641e+00       -3.011827e+06
3.28444225510915055466e+00       -3.011827e+06
3.28449685404135172107e+00       -3.011827e+06
3.28450258705639530632e+00       -3.011827e+06
3.28453903717931305906e+00       -3.011827e+06
3.28662747743145811086e+00       -3.011827e+06
3.28657886792238018714e+00       -3.011827e+06
3.28474388661442917581e+00       -3.011827e+06
3.28631498808584465721e+00       -3.011827e+06
3.28607786044211414023e+00       -3.011827e+06
3.28532293370707062508e+00       -3.011827e+06
3.28585867159989009068e+00       -3.011827e+06
3.28547216825713528365e+00       -3.011827e+06
